ID,sire,dam
a8248,a3956,a5195
a8249,a3685,a5108
a8250,a4244,a5683
a8251,a3388,a4849
a8252,a3470,a4831
a8253,a3334,a5002
a8254,a4343,a5199
a8255,a3445,a4888
a8256,a3332,a4420
a8257,a3188,a5598
a8258,a3955,a5586
a8259,a3583,a4597
a8260,a3490,a5008
a8261,a3201,a5624
a8262,a4252,a5722
a8263,a4039,a5306
a8264,a3334,a5675
a8265,a3077,a5486
a8266,a3683,a4997
a8267,a3060,a5532
a8268,a3749,a5728
a8269,a3356,a4903
a8270,a3142,a4720
a8271,a3158,a4900
a8272,a3271,a4580
a8273,a3267,a4595
a8274,a3851,a4958
a8275,a3772,a5313
a8276,a4399,a5347
a8277,a3057,a4647
a8278,a4180,a4966
a8279,a3942,a4438
a8280,a3231,a4432
a8281,a3651,a4640
a8282,a3979,a5103
a8283,a3500,a4854
a8284,a4022,a5681
a8285,a3151,a5058
a8286,a3304,a5042
a8287,a3326,a4645
a8288,a3041,a5015
a8289,a3872,a4558
a8290,a3718,a5680
a8291,a3948,a5013
a8292,a3612,a5621
a8293,a3922,a4872
a8294,a3953,a5329
a8295,a3589,a4984
a8296,a3778,a5493
a8297,a3048,a4712
a8298,a3988,a5629
a8299,a3062,a4814
a8300,a3446,a4490
a8301,a3168,a5467
a8302,a4061,a4474
a8303,a3746,a4592
a8304,a3524,a5242
a8305,a4225,a4721
a8306,a4264,a4514
a8307,a3285,a4656
a8308,a3607,a5276
a8309,a3845,a4604
a8310,a4141,a5073
a8311,a3551,a5402
a8312,a3453,a4572
a8313,a3348,a4786
a8314,a3167,a4554
a8315,a3660,a4440
a8316,a4240,a5469
a8317,a3452,a4407
a8318,a3489,a5507
a8319,a4081,a5634
a8320,a3571,a4758
a8321,a3716,a4444
a8322,a3513,a5086
a8323,a3035,a5222
a8324,a4332,a4510
a8325,a3453,a4919
a8326,a3257,a5481
a8327,a4034,a5250
a8328,a3044,a5293
a8329,a4281,a5327
a8330,a3463,a5041
a8331,a3860,a5598
a8332,a3454,a5028
a8333,a3093,a4807
a8334,a3715,a4900
a8335,a3961,a4743
a8336,a3949,a5521
a8337,a3245,a4748
a8338,a4198,a4817
a8339,a4243,a4983
a8340,a3234,a4674
a8341,a3621,a5723
a8342,a3141,a5459
a8343,a3510,a5680
a8344,a3733,a4745
a8345,a3540,a4788
a8346,a3039,a5604
a8347,a3984,a4536
a8348,a4278,a5302
a8349,a4043,a5631
a8350,a3919,a5301
a8351,a3442,a4811
a8352,a3934,a5162
a8353,a4229,a5720
a8354,a3242,a4551
a8355,a4244,a5304
a8356,a3360,a5187
a8357,a4379,a5652
a8358,a3741,a5235
a8359,a3287,a5103
a8360,a3315,a5362
a8361,a3051,a4515
a8362,a3422,a4955
a8363,a3442,a4621
a8364,a4389,a5720
a8365,a3664,a5440
a8366,a3830,a4771
a8367,a4234,a4834
a8368,a4123,a5209
a8369,a4012,a5230
a8370,a3566,a5592
a8371,a4140,a4730
a8372,a3216,a5799
a8373,a3939,a5540
a8374,a3774,a5320
a8375,a3467,a5068
a8376,a3160,a5680
a8377,a3568,a5135
a8378,a4353,a4530
a8379,a3820,a5229
a8380,a3553,a4992
a8381,a4303,a5503
a8382,a4035,a4939
a8383,a3140,a5026
a8384,a4359,a5068
a8385,a3966,a4554
a8386,a3586,a5309
a8387,a4061,a5078
a8388,a4393,a5100
a8389,a3198,a4793
a8390,a3538,a4663
a8391,a4243,a4548
a8392,a3731,a5038
a8393,a3922,a5052
a8394,a3125,a4623
a8395,a4118,a5664
a8396,a3281,a4624
a8397,a3602,a5521
a8398,a3532,a5307
a8399,a3735,a5246
a8400,a4297,a4412
a8401,a4029,a5775
a8402,a3439,a5559
a8403,a3798,a5092
a8404,a3480,a4514
a8405,a3799,a4659
a8406,a3255,a5556
a8407,a3952,a4756
a8408,a4004,a4590
a8409,a3877,a4607
a8410,a4126,a5296
a8411,a3379,a4535
a8412,a3091,a5785
a8413,a4228,a5025
a8414,a3600,a5619
a8415,a3202,a4933
a8416,a4170,a5653
a8417,a3868,a4585
a8418,a3104,a5129
a8419,a3788,a4449
a8420,a3908,a4414
a8421,a3795,a5350
a8422,a3769,a4537
a8423,a3692,a5759
a8424,a3078,a4817
a8425,a3703,a4433
a8426,a3265,a4607
a8427,a3525,a4872
a8428,a4375,a5194
a8429,a4213,a5398
a8430,a4393,a5483
a8431,a3589,a4513
a8432,a4031,a4559
a8433,a3326,a4764
a8434,a3322,a5140
a8435,a4037,a5222
a8436,a3438,a4658
a8437,a3764,a5426
a8438,a4242,a4937
a8439,a4123,a5449
a8440,a3562,a4727
a8441,a3808,a5395
a8442,a4390,a5288
a8443,a3500,a5566
a8444,a4176,a4435
a8445,a3095,a5635
a8446,a3654,a4922
a8447,a3844,a5375
a8448,a4308,a5474
a8449,a4105,a5537
a8450,a3053,a5199
a8451,a3891,a5276
a8452,a4256,a5014
a8453,a3075,a5195
a8454,a4082,a4472
a8455,a3430,a5768
a8456,a4229,a4954
a8457,a3596,a5785
a8458,a4003,a5490
a8459,a3930,a5628
a8460,a3959,a4732
a8461,a3331,a4893
a8462,a3642,a5654
a8463,a3044,a4739
a8464,a3660,a5235
a8465,a3873,a4474
a8466,a3384,a4433
a8467,a4052,a5423
a8468,a3717,a4452
a8469,a3012,a5048
a8470,a3204,a4526
a8471,a3345,a5504
a8472,a4138,a5767
a8473,a3035,a4901
a8474,a3769,a5492
a8475,a3911,a5780
a8476,a3800,a5345
a8477,a3891,a4727
a8478,a3621,a5008
a8479,a3342,a4432
a8480,a4327,a5679
a8481,a3078,a5390
a8482,a3687,a5394
a8483,a3850,a5545
a8484,a4350,a5086
a8485,a3036,a5700
a8486,a4296,a5688
a8487,a3633,a5303
a8488,a4156,a5220
a8489,a3449,a5527
a8490,a4323,a5340
a8491,a3342,a5608
a8492,a3532,a4988
a8493,a3282,a4939
a8494,a4238,a5361
a8495,a3603,a4941
a8496,a3639,a5191
a8497,a4328,a4983
a8498,a3881,a4778
a8499,a3457,a4608
a8500,a3049,a5320
a8501,a3373,a4999
a8502,a3327,a5152
a8503,a4219,a5798
a8504,a3337,a4614
a8505,a3287,a5020
a8506,a3103,a5465
a8507,a3216,a4861
a8508,a3208,a5107
a8509,a3821,a5330
a8510,a3018,a4827
a8511,a3220,a5159
a8512,a3207,a4771
a8513,a4181,a5321
a8514,a4321,a5159
a8515,a3144,a5168
a8516,a4197,a4894
a8517,a3362,a4821
a8518,a3650,a5497
a8519,a3848,a5526
a8520,a3751,a5244
a8521,a4314,a4870
a8522,a3595,a4763
a8523,a3185,a4830
a8524,a3123,a5292
a8525,a4228,a5064
a8526,a4346,a4871
a8527,a4246,a5187
a8528,a3287,a5387
a8529,a3255,a4640
a8530,a3987,a4574
a8531,a3880,a5761
a8532,a3380,a4692
a8533,a3824,a4461
a8534,a4139,a5053
a8535,a4165,a4637
a8536,a4303,a5441
a8537,a3638,a4934
a8538,a3741,a5147
a8539,a3077,a5616
a8540,a3522,a4454
a8541,a4077,a4933
a8542,a3201,a5093
a8543,a4265,a4462
a8544,a3276,a5581
a8545,a4078,a5715
a8546,a3865,a4782
a8547,a3032,a5408
a8548,a3846,a5150
a8549,a3933,a4700
a8550,a4061,a4701
a8551,a3186,a4614
a8552,a4232,a5708
a8553,a4093,a5777
a8554,a3612,a4885
a8555,a3917,a4510
a8556,a3305,a5467
a8557,a3979,a5549
a8558,a3117,a5486
a8559,a3012,a5050
a8560,a4168,a5670
a8561,a3414,a4754
a8562,a3735,a5549
a8563,a3764,a5211
a8564,a4338,a4649
a8565,a3027,a5576
a8566,a3291,a5657
a8567,a3313,a5663
a8568,a3951,a4592
a8569,a3820,a5252
a8570,a3213,a4737
a8571,a3537,a5472
a8572,a3476,a4474
a8573,a4239,a5440
a8574,a3696,a5071
a8575,a3506,a5115
a8576,a3106,a5383
a8577,a4305,a5095
a8578,a3767,a4926
a8579,a3130,a5070
a8580,a3524,a4476
a8581,a4313,a4618
a8582,a4295,a4777
a8583,a4362,a5044
a8584,a3426,a4939
a8585,a3385,a5055
a8586,a3365,a5060
a8587,a4237,a4982
a8588,a3507,a4933
a8589,a3346,a4937
a8590,a3153,a4817
a8591,a4279,a5668
a8592,a3147,a5757
a8593,a3169,a5411
a8594,a3918,a4998
a8595,a3424,a4700
a8596,a3221,a4975
a8597,a3688,a5558
a8598,a3337,a4461
a8599,a4317,a5758
a8600,a3688,a4849
a8601,a6682,a8413
a8602,a6267,a7798
a8603,a6014,a8325
a8604,a6891,a7933
a8605,a6932,a8268
a8606,a5912,a7600
a8607,a6948,a8510
a8608,a6399,a8070
a8609,a6476,a7254
a8610,a5990,a8224
a8611,a6756,a7516
a8612,a5965,a8451
a8613,a6333,a7769
a8614,a7106,a7824
a8615,a6783,a8573
a8616,a6786,a8252
a8617,a6737,a8122
a8618,a6130,a7935
a8619,a6150,a7297
a8620,a5849,a8479
a8621,a6982,a8082
a8622,a6771,a8508
a8623,a7143,a7833
a8624,a6015,a8285
a8625,a7166,a7632
a8626,a6102,a7516
a8627,a6151,a7426
a8628,a6135,a8019
a8629,a6543,a8494
a8630,a5813,a7969
a8631,a6771,a7565
a8632,a6526,a7556
a8633,a6948,a8253
a8634,a6943,a8108
a8635,a5855,a7377
a8636,a5838,a7755
a8637,a6477,a7317
a8638,a6195,a7699
a8639,a6674,a7377
a8640,a6517,a7243
a8641,a7106,a8335
a8642,a6070,a8185
a8643,a6656,a7463
a8644,a5888,a7740
a8645,a7014,a7649
a8646,a7130,a8442
a8647,a6240,a7292
a8648,a6141,a7307
a8649,a7006,a7922
a8650,a7014,a7228
a8651,a6255,a7837
a8652,a7097,a8347
a8653,a6878,a7662
a8654,a5931,a7524
a8655,a6095,a8499
a8656,a5968,a7714
a8657,a6042,a7505
a8658,a6929,a8548
a8659,a6329,a7485
a8660,a6453,a8416
a8661,a6003,a8324
a8662,a5932,a8327
a8663,a7122,a8249
a8664,a6719,a7771
a8665,a6875,a7732
a8666,a6130,a7862
a8667,a6099,a8377
a8668,a5908,a7670
a8669,a5889,a8264
a8670,a6804,a7455
a8671,a6823,a7219
a8672,a7197,a8432
a8673,a6982,a7448
a8674,a5817,a8399
a8675,a6148,a7979
a8676,a6128,a7430
a8677,a6364,a8523
a8678,a7172,a8575
a8679,a6204,a8333
a8680,a6848,a8114
a8681,a6034,a8010
a8682,a6730,a7207
a8683,a5838,a8564
a8684,a6635,a8565
a8685,a6304,a8107
a8686,a6150,a7820
a8687,a6622,a8520
a8688,a6550,a7280
a8689,a6272,a7678
a8690,a6638,a7242
a8691,a6481,a8320
a8692,a5898,a7722
a8693,a6619,a7967
a8694,a5897,a7431
a8695,a7005,a8237
a8696,a6048,a7320
a8697,a6267,a7344
a8698,a6868,a8399
a8699,a6169,a7524
a8700,a6306,a8379
a8701,a6283,a8382
a8702,a6191,a7875
a8703,a6315,a8431
a8704,a6919,a7799
a8705,a6365,a8128
a8706,a6295,a8520
a8707,a6399,a7306
a8708,a6827,a8211
a8709,a6514,a8076
a8710,a6748,a7683
a8711,a6163,a7802
a8712,a5968,a8040
a8713,a5854,a8579
a8714,a5819,a7484
a8715,a5874,a8036
a8716,a7067,a7579
a8717,a7125,a7920
a8718,a7082,a8483
a8719,a5897,a7476
a8720,a7106,a8387
a8721,a6888,a8243
a8722,a6486,a8297
a8723,a6534,a7848
a8724,a6990,a7312
a8725,a6528,a7221
a8726,a7014,a7307
a8727,a6886,a8012
a8728,a6397,a8523
a8729,a6125,a7789
a8730,a6258,a7283
a8731,a6177,a7351
a8732,a6898,a7810
a8733,a6473,a8329
a8734,a6397,a8029
a8735,a6850,a8026
a8736,a6333,a7260
a8737,a6836,a8595
a8738,a6133,a8370
a8739,a6918,a8388
a8740,a5945,a7397
a8741,a6564,a7271
a8742,a6104,a8117
a8743,a6271,a8250
a8744,a6442,a7364
a8745,a6831,a8565
a8746,a6466,a8205
a8747,a6225,a7233
a8748,a6661,a8193
a8749,a6766,a7311
a8750,a6097,a8109
a8751,a6539,a7271
a8752,a5931,a7467
a8753,a6947,a7340
a8754,a6724,a8599
a8755,a5805,a7312
a8756,a5851,a8341
a8757,a6482,a7841
a8758,a5869,a7449
a8759,a6205,a8540
a8760,a6072,a8273
a8761,a6799,a7816
a8762,a6146,a7975
a8763,a5855,a8123
a8764,a6752,a8454
a8765,a6159,a7380
a8766,a7042,a7983
a8767,a6278,a7583
a8768,a6934,a7536
a8769,a7154,a8572
a8770,a6625,a7367
a8771,a7054,a7251
a8772,a6403,a8038
a8773,a6093,a8218
a8774,a6610,a7673
a8775,a6590,a8419
a8776,a6648,a8457
a8777,a6096,a8414
a8778,a6299,a7673
a8779,a6215,a7592
a8780,a6126,a7314
a8781,a6090,a7756
a8782,a7038,a8123
a8783,a7061,a8183
a8784,a7182,a7584
a8785,a6609,a7856
a8786,a6788,a8504
a8787,a7151,a7617
a8788,a6180,a7359
a8789,a6377,a7823
a8790,a6893,a8080
a8791,a6987,a8106
a8792,a7120,a8480
a8793,a6129,a7517
a8794,a5830,a8250
a8795,a7158,a8230
a8796,a6774,a7718
a8797,a6902,a7677
a8798,a6108,a7702
a8799,a6920,a7231
a8800,a6252,a8129
a8801,a5901,a8242
a8802,a6135,a8028
a8803,a6491,a7565
a8804,a7000,a7894
a8805,a6962,a8164
a8806,a5888,a7352
a8807,a6344,a8578
a8808,a6370,a7945
a8809,a5945,a7657
a8810,a7052,a8272
a8811,a6817,a7475
a8812,a5964,a8323
a8813,a6446,a7569
a8814,a7027,a7456
a8815,a6141,a7535
a8816,a6320,a7705
a8817,a6967,a7560
a8818,a6363,a7809
a8819,a7187,a7901
a8820,a6587,a7763
a8821,a6312,a7930
a8822,a6693,a7403
a8823,a7071,a8249
a8824,a6802,a8300
a8825,a6678,a7385
a8826,a6373,a7754
a8827,a6777,a7725
a8828,a6535,a7330
a8829,a7110,a7563
a8830,a6984,a8464
a8831,a6283,a8490
a8832,a6723,a7517
a8833,a6300,a8294
a8834,a7105,a8401
a8835,a6380,a7220
a8836,a6921,a8509
a8837,a6659,a7622
a8838,a5964,a7939
a8839,a5854,a8242
a8840,a6021,a8273
a8841,a6901,a8597
a8842,a6277,a7746
a8843,a5934,a7940
a8844,a6282,a8289
a8845,a6923,a7487
a8846,a5969,a8400
a8847,a6865,a7378
a8848,a6999,a8405
a8849,a6811,a7242
a8850,a6832,a8052
a8851,a6804,a8232
a8852,a6851,a7318
a8853,a6797,a8315
a8854,a6204,a8114
a8855,a6201,a7968
a8856,a7085,a8311
a8857,a6530,a8100
a8858,a6210,a8033
a8859,a5983,a8220
a8860,a6836,a7398
a8861,a6411,a8314
a8862,a6480,a7861
a8863,a6843,a8406
a8864,a6078,a7490
a8865,a7101,a8211
a8866,a6120,a7934
a8867,a5857,a8079
a8868,a6420,a7798
a8869,a6228,a7743
a8870,a6630,a7520
a8871,a6771,a8146
a8872,a5985,a8462
a8873,a7106,a8068
a8874,a6260,a7531
a8875,a6693,a7463
a8876,a7121,a8038
a8877,a6160,a7430
a8878,a6679,a8486
a8879,a7115,a8426
a8880,a6992,a8125
a8881,a6129,a7678
a8882,a6447,a8120
a8883,a6491,a7809
a8884,a6838,a7927
a8885,a6869,a7460
a8886,a6101,a8510
a8887,a6490,a8344
a8888,a6651,a8525
a8889,a6844,a7281
a8890,a6492,a7235
a8891,a6061,a8506
a8892,a6441,a7837
a8893,a6324,a8087
a8894,a6075,a7572
a8895,a7062,a7961
a8896,a6274,a8390
a8897,a6530,a7671
a8898,a6238,a7855
a8899,a7156,a7625
a8900,a6911,a7627
a8901,a5944,a7965
a8902,a6650,a7843
a8903,a5905,a8353
a8904,a6775,a8509
a8905,a6824,a7228
a8906,a7001,a8528
a8907,a6321,a8092
a8908,a6256,a7716
a8909,a6428,a7607
a8910,a6022,a7763
a8911,a6740,a7357
a8912,a6185,a7593
a8913,a5923,a8032
a8914,a5887,a8565
a8915,a6401,a7917
a8916,a6333,a7612
a8917,a6440,a8364
a8918,a6792,a7324
a8919,a6637,a7585
a8920,a5956,a7447
a8921,a6236,a7595
a8922,a6595,a7543
a8923,a6151,a7760
a8924,a6196,a8098
a8925,a5864,a7837
a8926,a7191,a7883
a8927,a5969,a8077
a8928,a5854,a7611
a8929,a6240,a7720
a8930,a6271,a7754
a8931,a5819,a7772
a8932,a7116,a7670
a8933,a6915,a8277
a8934,a6539,a8258
a8935,a6622,a8213
a8936,a5911,a7952
a8937,a7183,a7699
a8938,a6985,a7485
a8939,a6518,a7438
a8940,a6686,a7494
a8941,a6550,a8075
a8942,a6330,a7447
a8943,a6628,a8536
a8944,a7034,a8197
a8945,a6370,a7809
a8946,a6442,a8128
a8947,a6211,a8034
a8948,a6560,a8183
a8949,a5885,a7222
a8950,a6461,a8236
a8951,a6758,a8444
a8952,a7173,a8254
a8953,a6785,a7636
a8954,a5835,a8354
a8955,a7073,a8129
a8956,a7130,a7778
a8957,a6500,a8512
a8958,a6632,a7753
a8959,a6305,a8038
a8960,a6196,a7518
a8961,a6555,a8588
a8962,a6142,a7805
a8963,a6631,a7846
a8964,a6647,a8435
a8965,a6777,a8537
a8966,a6369,a8329
a8967,a7033,a8227
a8968,a7192,a7829
a8969,a6506,a8298
a8970,a7020,a7923
a8971,a6737,a7876
a8972,a6568,a7946
a8973,a6977,a8319
a8974,a6978,a7685
a8975,a5982,a7940
a8976,a6213,a7435
a8977,a6217,a7294
a8978,a6715,a8550
a8979,a6162,a8370
a8980,a6580,a7928
a8981,a5827,a8013
a8982,a5847,a7850
a8983,a6042,a8475
a8984,a6822,a7825
a8985,a7149,a8159
a8986,a6386,a7240
a8987,a6380,a7410
a8988,a6118,a7871
a8989,a6400,a7440
a8990,a6352,a7429
a8991,a6319,a8367
a8992,a6235,a7943
a8993,a5858,a7935
a8994,a6555,a7787
a8995,a6350,a7746
a8996,a6086,a7982
a8997,a5887,a7594
a8998,a6586,a8005
a8999,a6986,a8057
a9000,a6218,a7786
a9001,a6758,a7987
a9002,a5916,a7923
a9003,a7174,a8100
a9004,a6908,a7305
a9005,a6503,a7234
a9006,a5809,a7595
a9007,a7114,a7843
a9008,a6468,a7468
a9009,a7005,a7901
a9010,a6968,a7375
a9011,a7015,a7861
a9012,a7064,a7359
a9013,a6448,a8146
a9014,a6885,a7738
a9015,a6255,a7698
a9016,a6702,a7382
a9017,a6174,a7799
a9018,a6760,a8415
a9019,a7103,a7209
a9020,a7187,a7660
a9021,a6075,a8578
a9022,a6393,a8355
a9023,a6609,a7232
a9024,a6625,a7611
a9025,a5830,a7288
a9026,a6869,a7229
a9027,a6117,a8228
a9028,a7004,a7643
a9029,a6325,a8531
a9030,a6220,a8040
a9031,a6116,a8229
a9032,a6652,a8340
a9033,a7136,a7412
a9034,a5869,a8528
a9035,a5997,a7593
a9036,a6293,a8172
a9037,a7016,a7234
a9038,a5814,a7680
a9039,a5894,a8187
a9040,a5807,a7781
a9041,a6344,a7554
a9042,a6432,a8552
a9043,a6717,a8353
a9044,a6956,a7670
a9045,a6326,a7281
a9046,a6964,a7313
a9047,a6618,a8054
a9048,a6314,a8147
a9049,a6816,a7577
a9050,a6918,a7669
a9051,a7000,a7671
a9052,a7047,a7669
a9053,a7193,a8485
a9054,a6488,a8552
a9055,a6866,a8097
a9056,a6051,a7423
a9057,a6401,a7214
a9058,a6078,a8306
a9059,a7021,a7807
a9060,a6750,a8342
a9061,a6050,a8091
a9062,a6063,a7819
a9063,a6633,a8436
a9064,a6830,a8132
a9065,a7019,a8145
a9066,a6520,a7763
a9067,a7082,a7551
a9068,a6768,a8147
a9069,a6696,a7618
a9070,a6076,a8409
a9071,a6683,a7244
a9072,a6981,a7731
a9073,a6560,a8484
a9074,a6077,a8472
a9075,a6161,a7952
a9076,a6326,a8444
a9077,a6402,a7341
a9078,a6211,a8205
a9079,a6591,a8114
a9080,a6026,a8531
a9081,a7147,a7401
a9082,a6634,a7693
a9083,a6124,a8289
a9084,a5970,a8474
a9085,a6406,a8506
a9086,a7045,a7382
a9087,a6387,a7922
a9088,a7060,a7794
a9089,a6750,a8408
a9090,a6966,a8507
a9091,a6696,a8037
a9092,a6659,a7987
a9093,a6945,a7437
a9094,a6158,a8523
a9095,a6475,a8047
a9096,a7061,a8110
a9097,a7082,a7280
a9098,a6536,a7625
a9099,a6188,a8438
a9100,a6092,a8403
a9101,a6680,a8282
a9102,a7132,a7639
a9103,a6335,a7291
a9104,a6166,a8586
a9105,a6483,a7741
a9106,a6336,a7294
a9107,a7006,a8167
a9108,a5880,a8305
a9109,a7109,a7792
a9110,a6451,a7900
a9111,a6831,a8571
a9112,a7030,a7387
a9113,a6734,a7467
a9114,a6533,a8399
a9115,a6864,a7508
a9116,a6044,a8577
a9117,a6582,a8296
a9118,a5976,a8424
a9119,a6512,a7869
a9120,a6964,a7772
a9121,a6882,a7215
a9122,a6288,a7403
a9123,a6013,a7677
a9124,a6304,a7267
a9125,a5847,a8084
a9126,a6112,a8180
a9127,a6418,a8427
a9128,a6987,a8091
a9129,a5981,a8164
a9130,a6915,a8568
a9131,a6100,a8246
a9132,a6215,a8078
a9133,a6342,a7233
a9134,a6372,a8538
a9135,a7059,a8576
a9136,a6509,a8132
a9137,a6287,a7615
a9138,a6090,a7591
a9139,a6557,a8147
a9140,a6955,a7347
a9141,a6777,a7630
a9142,a6028,a7342
a9143,a6945,a8197
a9144,a5905,a7617
a9145,a6680,a8122
a9146,a6246,a8373
a9147,a6355,a8211
a9148,a6977,a7465
a9149,a6275,a7838
a9150,a6076,a7503
a9151,a6038,a7604
a9152,a6784,a8007
a9153,a5880,a8203
a9154,a6588,a8584
a9155,a5876,a7516
a9156,a6127,a8425
a9157,a6237,a8564
a9158,a5921,a7593
a9159,a6780,a7287
a9160,a6220,a8449
a9161,a6076,a8026
a9162,a6777,a7647
a9163,a5840,a7945
a9164,a6766,a7252
a9165,a6037,a7819
a9166,a6334,a7430
a9167,a6345,a7835
a9168,a6851,a7834
a9169,a6704,a7645
a9170,a6552,a8261
a9171,a6760,a7775
a9172,a6889,a7776
a9173,a6275,a7984
a9174,a5935,a8297
a9175,a6556,a8510
a9176,a6463,a8187
a9177,a6184,a8455
a9178,a6123,a8023
a9179,a6553,a8155
a9180,a6168,a8503
a9181,a6893,a7576
a9182,a6322,a7709
a9183,a6807,a7608
a9184,a5861,a7672
a9185,a6061,a7584
a9186,a6260,a8117
a9187,a6942,a7616
a9188,a6954,a7488
a9189,a6441,a7684
a9190,a6013,a8054
a9191,a5909,a7594
a9192,a6521,a7608
a9193,a7058,a7305
a9194,a6756,a7613
a9195,a7086,a8026
a9196,a6454,a7650
a9197,a7068,a7929
a9198,a6656,a7922
a9199,a7104,a7843
a9200,a5829,a7290
a9201,a5848,a7830
a9202,a6744,a8279
a9203,a7012,a7627
a9204,a7019,a7891
a9205,a5869,a8281
a9206,a6231,a8457
a9207,a5803,a8116
a9208,a6294,a8226
a9209,a6066,a8498
a9210,a6158,a7300
a9211,a6036,a8007
a9212,a7051,a8020
a9213,a6349,a7545
a9214,a6368,a8285
a9215,a6403,a7445
a9216,a5973,a8207
a9217,a6861,a8267
a9218,a6823,a8516
a9219,a6991,a8540
a9220,a7135,a7569
a9221,a6889,a8363
a9222,a6976,a8194
a9223,a6984,a7210
a9224,a6611,a7233
a9225,a6452,a7289
a9226,a6180,a8343
a9227,a6739,a8445
a9228,a6913,a8482
a9229,a6054,a7341
a9230,a7113,a8444
a9231,a6208,a8102
a9232,a6824,a7817
a9233,a6543,a7386
a9234,a6227,a7256
a9235,a6763,a7470
a9236,a6511,a7848
a9237,a6362,a7984
a9238,a6301,a7362
a9239,a5914,a8461
a9240,a6180,a8106
a9241,a6979,a7911
a9242,a6961,a7928
a9243,a6138,a7994
a9244,a5876,a8055
a9245,a6139,a8191
a9246,a6432,a7565
a9247,a6922,a7661
a9248,a6086,a8539
a9249,a5950,a7829
a9250,a5892,a7737
a9251,a6138,a8080
a9252,a6167,a8057
a9253,a5999,a8251
a9254,a6245,a8517
a9255,a6361,a8399
a9256,a6848,a8323
a9257,a6905,a7516
a9258,a5972,a7588
a9259,a6681,a7841
a9260,a6042,a7968
a9261,a7024,a8388
a9262,a6248,a7282
a9263,a6082,a8568
a9264,a7172,a8223
a9265,a5851,a8431
a9266,a6383,a8537
a9267,a6777,a7672
a9268,a6828,a7836
a9269,a6093,a8230
a9270,a6672,a8449
a9271,a7136,a7870
a9272,a6118,a7948
a9273,a6013,a7830
a9274,a6885,a8392
a9275,a7078,a8583
a9276,a6360,a8565
a9277,a5996,a8510
a9278,a6690,a7568
a9279,a6147,a7963
a9280,a6864,a7490
a9281,a6730,a8097
a9282,a5876,a7574
a9283,a6481,a7393
a9284,a6278,a8152
a9285,a7146,a7868
a9286,a6533,a7782
a9287,a6506,a8567
a9288,a6677,a8063
a9289,a5992,a8297
a9290,a6029,a7809
a9291,a6957,a7845
a9292,a5966,a7398
a9293,a6708,a8086
a9294,a6681,a8157
a9295,a6883,a8497
a9296,a5967,a7703
a9297,a7009,a7577
a9298,a6298,a7999
a9299,a5890,a8507
a9300,a5849,a8313
a9301,a6958,a8379
a9302,a6364,a7727
a9303,a5860,a8192
a9304,a6081,a8322
a9305,a6361,a7596
a9306,a6648,a7253
a9307,a6963,a7925
a9308,a6130,a7235
a9309,a6757,a7552
a9310,a6825,a8015
a9311,a6985,a7237
a9312,a6236,a8215
a9313,a6200,a8442
a9314,a5986,a7940
a9315,a5894,a7773
a9316,a6110,a8077
a9317,a5988,a8482
a9318,a6602,a7873
a9319,a6395,a7962
a9320,a5890,a8598
a9321,a6258,a7903
a9322,a6743,a8599
a9323,a5906,a8343
a9324,a6500,a7883
a9325,a6248,a7448
a9326,a6286,a7672
a9327,a6623,a8121
a9328,a6193,a8567
a9329,a6771,a8274
a9330,a5864,a7255
a9331,a5856,a8082
a9332,a6537,a8569
a9333,a6985,a7633
a9334,a6364,a7226
a9335,a6447,a7971
a9336,a6028,a7232
a9337,a6553,a7562
a9338,a6986,a8011
a9339,a6262,a7862
a9340,a6873,a8189
a9341,a6255,a8013
a9342,a6957,a8116
a9343,a7053,a8499
a9344,a6928,a8378
a9345,a6982,a8324
a9346,a7027,a8331
a9347,a6431,a7708
a9348,a6864,a7279
a9349,a6840,a7637
a9350,a6110,a7720
a9351,a6404,a7641
a9352,a5877,a7850
a9353,a5947,a8274
a9354,a6825,a7688
a9355,a5901,a7346
a9356,a6631,a8106
a9357,a6465,a8124
a9358,a6287,a7374
a9359,a6605,a8336
a9360,a5917,a7204
a9361,a6362,a8153
a9362,a5989,a8525
a9363,a6614,a8558
a9364,a6656,a7582
a9365,a6218,a7286
a9366,a6158,a7734
a9367,a6533,a7258
a9368,a6845,a7583
a9369,a5866,a8262
a9370,a7150,a7781
a9371,a6457,a7511
a9372,a6759,a7665
a9373,a6425,a7288
a9374,a5894,a7825
a9375,a6380,a7635
a9376,a6919,a7925
a9377,a6921,a7510
a9378,a6985,a8559
a9379,a6027,a8143
a9380,a7011,a7380
a9381,a6004,a7847
a9382,a6935,a8499
a9383,a5998,a8069
a9384,a6238,a8320
a9385,a7015,a7534
a9386,a6736,a7717
a9387,a6743,a7533
a9388,a6390,a8514
a9389,a6337,a7848
a9390,a7077,a7716
a9391,a5901,a7543
a9392,a6641,a8404
a9393,a6167,a8025
a9394,a6572,a8019
a9395,a6115,a8333
a9396,a6729,a7825
a9397,a6221,a8371
a9398,a6114,a7984
a9399,a6374,a7985
a9400,a7090,a7224
a9401,a6452,a7589
a9402,a6060,a7882
a9403,a6898,a8361
a9404,a6426,a8555
a9405,a6881,a8542
a9406,a5809,a8551
a9407,a6270,a8181
a9408,a6885,a7832
a9409,a6074,a8593
a9410,a6689,a7624
a9411,a7154,a8226
a9412,a6037,a8512
